"","college","Region","lon","lat","year","fulltime","parttime","international","SOC","female","retention","graduation","tuition","rank","endowment","state"
"249","Mt Holyoke ","Northeast",-72.5783281,42.2532535,"2016",2162,37,26.9213278763074,27.1032287403365,100,91,80,59306,35,668,"MA"
"250","Mt Holyoke ","Northeast",-72.5783281,42.2532535,"2017",2161,49,27.3755656108597,25.8823529411765,100,91,85,62000,36,729,"MA"
"251","Oberlin ","Midwest",-82.233834,41.2843306,"2008",2793,46,6.02324762240225,19.2321239873195,55.3884711779449,NA,NA,48150,NA,761,"OH"
"252","Oberlin ","Midwest",-82.233834,41.2843306,"2009",2860,45,6.29948364888124,19.7590361445783,55.2797202797203,93,82,50484,NA,550,"OH"
"253","Oberlin ","Midwest",-82.233834,41.2843306,"2010",2902,72,6.08607935440484,21.7215870880968,55.2722260509993,94,83,52587,22,618,"OH"
"254","Oberlin ","Midwest",-82.233834,41.2843306,"2011",2907,52,6.01554579249747,21.3585670834741,55.1427588579291,94,86,54760,23,700,"OH"
"255","Oberlin ","Midwest",-82.233834,41.2843306,"2012",2889,41,6.17747440273038,21.3310580204778,54.6555901696089,94,87,57025,24,675,"OH"
"256","Oberlin ","Midwest",-82.233834,41.2843306,"2013",2861,33,6.80718728403594,22.5984796129924,54.5613421880461,94,87,59474,26,728,"OH"
"257","Oberlin ","Midwest",-82.233834,41.2843306,"2014",2920,41,7.19178082191781,22.4586288416076,55.6,94,85,61788,25,816,"OH"
"258","Oberlin ","Midwest",-82.233834,41.2843306,"2015",2897,15,7.9,23.2142857142857,55.7,93,88,64212,23,832,"OH"
"259","Oberlin ","Midwest",-82.233834,41.2843306,"2016",2869,26,9.11917098445596,24.2487046632124,56.6747995817358,93,87,66012,23,770,"OH"
"260","Oberlin ","Midwest",-82.233834,41.2843306,"2017",2793,34,10.2228510788822,24.8319773611602,57.6083064804869,93,88,68672,24,838,"OH"
"261","Occidental ","West",-118.2123031,34.1273187,"2008",1837,9,2.27518959913326,35.807150595883,55.6341861731083,NA,NA,47891,NA,360,"CA"
"262","Occidental ","West",-118.2123031,34.1273187,"2009",1957,15,1.82555780933063,35.9026369168357,56.4639754726622,92,81,50295,NA,282,"CA"
"263","Occidental ","West",-118.2123031,34.1273187,"2010",2079,10,2.63283867879368,38.1522259454284,56.4694564694565,92,86,52919,33,299,"CA"
"264","Occidental ","West",-118.2123031,34.1273187,"2011",2112,13,3.2,38.6823529411765,57.0549242424242,92,85,55491,36,342,"CA"
"265","Occidental ","West",-118.2123031,34.1273187,"2012",2154,22,3.16949931097841,40.7628676470588,56.2674094707521,93,85,57450,37,331,"CA"
"266","Occidental ","West",-118.2123031,34.1273187,"2013",2113,15,4.79323308270677,42.1522556390977,56.2707051585424,92,83,60002,39,357,"CA"
"267","Occidental ","West",-118.2123031,34.1273187,"2014",2101,16,5.04521656354117,41.5682569674067,56.4,92,84,61272,41,406,"CA"
"268","Occidental ","West",-118.2123031,34.1273187,"2015",2090,22,5.4,42.4715909090909,57.4,93,88,63484,44,392,"CA"
"269","Occidental ","West",-118.2123031,34.1273187,"2016",2045,17,6.93501454898157,41.9980601357905,57.4083129584352,93,85,65530,43,372,"CA"
"270","Occidental ","West",-118.2123031,34.1273187,"2017",2035,20,6.81265206812652,40.6812652068126,57.8869778869779,93,88,68076,44,413,"CA"
"271","Pomona ","West",-117.7139917,34.0977429,"2008",1523,9,4.11227154046997,34.0731070496084,50.4267892317794,NA,NA,47845,NA,1794,"CA"
"272","Pomona ","West",-117.7139917,34.0977429,"2009",1535,15,4.32258064516129,33.6774193548387,49.8371335504886,100,94,49668,NA,1334,"CA"
"273","Pomona ","West",-117.7139917,34.0977429,"2010",1549,11,4.80769230769231,34.8717948717949,50.5487411233054,99,95,51490,6,1459,"CA"
"274","Pomona ","West",-117.7139917,34.0977429,"2011",1572,14,5.359394703657,35.9394703656999,51.0178117048346,98,95,53269,6,1700,"CA"
"275","Pomona ","West",-117.7139917,34.0977429,"2012",1589,18,6.78282514001245,37.3988799004356,51.7935808684707,98,94,54964,4,1680,"CA"
"276","Pomona ","West",-117.7139917,34.0977429,"2013",1596,16,7.50620347394541,39.6401985111663,52.0050125313283,98,95,57680,5,1823,"CA"
"277","Pomona ","West",-117.7139917,34.0977429,"2014",1634,16,8.93512851897185,41.2727272727273,50.9,98,96,60532,4,2101,"CA"
"278","Pomona ","West",-117.7139917,34.0977429,"2015",1648,15,9.8,43.535778713169,50.4,98,96,62770,5,2099,"CA"
"279","Pomona ","West",-117.7139917,34.0977429,"2016",1651,9,11.3253012048193,45.5421686746988,50.6965475469413,98,93,64957,4,1985,"CA"
"280","Pomona ","West",-117.7139917,34.0977429,"2017",1682,21,11.5091015854375,47.3282442748092,50.2972651605232,98,94,67225,7,2167,"CA"
"281","Reed ","West",-122.6329927,45.4816194,"2008",1402,40,5.54785020804438,20.4576976421637,56.1340941512126,NA,NA,48110,NA,427,"OR"
"282","Reed ","West",-122.6329927,45.4816194,"2009",1406,46,6.19834710743802,20.3856749311295,54.551920341394,88,75,49950,NA,311,"OR"
"283","Reed ","West",-122.6329927,45.4816194,"2010",1408,39,5.25224602626123,23.1513476157567,55.46875,90,77,51850,49,359,"OR"
"284","Reed ","West",-122.6329927,45.4816194,"2011",1422,35,5.76527110501029,23.0610844200412,54.2194092827004,89,78,54230,54,399,"OR"
"285","Reed ","West",-122.6329927,45.4816194,"2012",1395,37,6.07541899441341,22.1368715083799,53.763440860215,89,77,56310,57,440,"OR"
"286","Reed ","West",-122.6329927,45.4816194,"2013",1356,39,7.16845878136201,25.3763440860215,52.3598820058997,90,78,58170,75,485,"OR"
"287","Reed ","West",-122.6329927,45.4816194,"2014",1339,35,7.31889469753547,27.0014556040757,53.4,91,73,60350,74,543,"OR"
"288","Reed ","West",-122.6329927,45.4816194,"2015",1394,36,7.9,27.0629370629371,54.4,92,78,62920,77,545,"OR"
"289","Reed ","West",-122.6329927,45.4816194,"2016",1379,31,8.86524822695035,28.2978723404255,54.7498187092096,94,79,65690,93,497,"OR"
"290","Reed ","West",-122.6329927,45.4816194,"2017",1408,39,11.0573600552868,26.8140981340705,53.90625,92,78,68270,87,540,"OR"
"291","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2008",1331,58,3.02375809935205,14.0388768898488,73.4034560480842,NA,NA,54066,NA,78,"NY"
"292","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2009",1318,49,3.51133869787857,13.4601316752012,73.2169954476479,87,75,55788,NA,59,"NY"
"293","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2010",1289,39,4.74397590361446,21.0843373493976,71.6058960434445,86,76,57384,NA,66,"NY"
"294","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2011",1370,43,7.43099787685775,18.5421089879689,71.5328467153285,81,75,59170,NA,74,"NY"
"295","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2012",1374,46,7.46478873239437,21.9718309859155,72.8529839883552,81,75,61236,NA,67,"NY"
"296","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2013",1441,30,10.3331067301156,22.093813732155,72.1027064538515,84,70,63200,NA,75,"NY"
"297","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2014",1415,22,12.9328621908127,22.0598469032707,71.2,87,77,65480,NA,88,"NY"
"298","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2015",1327,21,12.5,24.9258160237389,72.3,87,69,65730,59,91,"NY"
"299","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2016",NA,27,13.0041724617524,24.3,71.6,87,77,67386,57,90,"NY"
"300","Sarah Lawrence ","Northeast",-73.8458457,40.9345909,"2017",NA,NA,NA,NA,NA,85,79,69280,59,104,"NY"
"301","Scripps ","West",-117.7124015,34.1039348,"2008",947,7,1.67714884696017,24.9475890985325,100,NA,NA,49450,NA,271,"CA"
"302","Scripps ","West",-117.7124015,34.1039348,"2009",902,4,2.75938189845475,26.7108167770419,100,90,80,50550,NA,212,"CA"
"303","Scripps ","West",-117.7124015,34.1039348,"2010",941,15,3.76569037656904,30.5439330543933,100,92,82,52900,25,237,"CA"
"304","Scripps ","West",-117.7124015,34.1039348,"2011",955,12,4.96380558428128,31.3340227507756,100,92,87,54900,23,267,"CA"
"305","Scripps ","West",-117.7124015,34.1039348,"2012",940,5,4.76190476190476,34.7089947089947,100,94,82,57098,29,257,"CA"
"306","Scripps ","West",-117.7124015,34.1039348,"2013",979,11,4.44444444444444,35.4545454545455,100,94,88,59570,24,282,"CA"
"307","Scripps ","West",-117.7124015,34.1039348,"2014",968,4,4.64876033057851,37.3456790123457,100,92,90,61940,25,311,"CA"
"308","Scripps ","West",-117.7124015,34.1039348,"2015",969,4,4.7,39.4655704008222,100,93,84,64260,24,305,"CA"
"309","Scripps ","West",-117.7124015,34.1039348,"2016",1030,9,5.19730510105871,36.4773820981713,100,93,87,66664,29,296,"CA"
"310","Scripps ","West",-117.7124015,34.1039348,"2017",1056,3,5.57129367327668,37.6770538243626,100,93,92,69260,23,306,"CA"
"311","Smith ","Northeast",-72.6446869,42.3162992,"2008",2588,22,6.59003831417625,27.3180076628352,100,NA,NA,48108,NA,1366,"MA"
"312","Smith ","Northeast",-72.6446869,42.3162992,"2009",2593,21,7.84238714613619,27.1231828615149,100,90,86,50380,NA,1096,"MA"
"313","Smith ","Northeast",-72.6446869,42.3162992,"2010",2571,17,8.88717156105101,27.5888717156105,99.9611046285492,90,88,51898,18,1244,"MA"
"314","Smith ","Northeast",-72.6446869,42.3162992,"2011",2610,17,10.6966121050628,29.3110011419871,99.9233716475096,91,84,53460,14,1439,"MA"
"315","Smith ","Northeast",-72.6446869,42.3162992,"2012",2643,21,11.524024024024,30.5555555555556,99.9621642073401,91,83,55320,19,1410,"MA"
"316","Smith ","Northeast",-72.6446869,42.3162992,"2013",2585,21,13.1619339984651,31.8495778971604,99.9226305609284,92,85,57524,18,1557,"MA"
"317","Smith ","Northeast",-72.6446869,42.3162992,"2014",2544,19,14.1509433962264,31.7986734295747,100,92,85,59674,20,1756,"MA"
"318","Smith ","Northeast",-72.6446869,42.3162992,"2015",2460,18,14.1,32.5262308313156,100,93,86,61758,19,1782,"MA"
"319","Smith ","Northeast",-72.6446869,42.3162992,"2016",2503,11,14.3993635640414,32.5377883850438,99.9200958849381,94,87,63914,14,1627,"MA"
"320","Smith ","Northeast",-72.6446869,42.3162992,"2017",2505,16,13.8833796112654,32.4077746925823,99.9600798403194,93,87,66774,12,1767,"MA"
"321","Swarthmore ","Northeast",-75.3582387,39.9014616,"2008",1478,12,7.18120805369128,37.5167785234899,51.8267929634641,NA,NA,47804,NA,1413,"PA"
"322","Swarthmore ","Northeast",-75.3582387,39.9014616,"2009",1510,15,6.55737704918033,37.7049180327869,51.8543046357616,96,94,49600,NA,1129,"PA"
"323","Swarthmore ","Northeast",-75.3582387,39.9014616,"2010",1510,14,7.28346456692913,38.1233595800525,50.9271523178808,97,92,51500,3,1249,"PA"
"324","Swarthmore ","Northeast",-75.3582387,39.9014616,"2011",1536,9,7.57281553398058,40.6472491909385,51.171875,97,93,53250,3,1508,"PA"
"325","Swarthmore ","Northeast",-75.3582387,39.9014616,"2012",1537,15,8.11855670103093,41.0438144329897,51.2036434612882,97,93,55750,3,1499,"PA"
"326","Swarthmore ","Northeast",-75.3582387,39.9014616,"2013",1526,8,8.47457627118644,43.3507170795306,50.786369593709,97,95,57870,3,1635,"PA"
"327","Swarthmore ","Northeast",-75.3582387,39.9014616,"2014",1534,8,9.77835723598436,43.514915693904,50.8,97,92,59610,3,1877,"PA"
"328","Swarthmore ","Northeast",-75.3582387,39.9014616,"2015",1571,10,10.8,43.7065148640101,50.4,96,93,61400,3,1846,"PA"
"329","Swarthmore ","Northeast",-75.3582387,39.9014616,"2016",1619,1,11.6666666666667,43.2716049382716,50.8338480543545,96,94,63550,3,1747,"PA"
"330","Swarthmore ","Northeast",-75.3582387,39.9014616,"2017",1637,4,12.8580134064595,43.1444241316271,50.7635919364691,97,94,65774,4,1956,"PA"
"331","Trinity ","Northeast",-72.6925232,41.7479332,"2008",2208,133,4.14352840666382,19.0944041008116,50.1811594202899,NA,NA,48624,NA,414,"CT"
"332","Trinity ","Northeast",-72.6925232,41.7479332,"2009",2161,131,4.62478184991274,18.2809773123909,49.1901897269783,92,87,51400,NA,319,"CT"
"333","Trinity ","Northeast",-72.6925232,41.7479332,"2010",2173,119,5.93368237347295,19.5026178010471,50.2070869765301,91,86,53380,36,357,"CT"
"334","Trinity ","Northeast",-72.6925232,41.7479332,"2011",2196,108,6.90104166666667,22.9166666666667,48.9981785063752,91,86,55450,36,417,"CT"
"335","Trinity ","Northeast",-72.6925232,41.7479332,"2012",2179,106,7.70240700218818,21.3385484571925,48.3708122992198,91,86,57530,37,423,"CT"
"336","Trinity ","Northeast",-72.6925232,41.7479332,"2013",2214,117,8.36550836550837,21.021021021021,48.2836495031617,92,86,59810,38,473,"CT"
"337","Trinity ","Northeast",-72.6925232,41.7479332,"2014",2146,109,9.97204100652377,19.7782705099778,49.5,91,83,61756,36,540,"CT"
"338","Trinity ","Northeast",-72.6925232,41.7479332,"2015",2165,124,9.5,20,47.7,91,86,63920,45,562,"CT"
"339","Trinity ","Northeast",-72.6925232,41.7479332,"2016",2159,100,9.51748561310314,20.2,48.2,90,84,66440,43,524,"CT"
"340","Trinity ","Northeast",-72.6925232,41.7479332,"2017",2117,104,11.8,20.3,50.1,89,86,68970,38,577,"CT"
"341","U of South, Sewanee ","South",-85.9311316,35.2039548,"2008",1466,17,2.1577882670263,10.1820633850303,52.9331514324693,NA,NA,NA,NA,313,"TN"
"342","U of South, Sewanee ","South",-85.9311316,35.2039548,"2009",1455,14,2.58679373723622,11.2321307011572,51.2714776632302,89,76,NA,NA,246,"TN"
"343","U of South, Sewanee ","South",-85.9311316,35.2039548,"2010",1436,19,2.81786941580756,12.9896907216495,53.4818941504178,89,77,NA,36,272,"TN"
"344","U of South, Sewanee ","South",-85.9311316,35.2039548,"2011",1459,18,2.5727826675694,14.0148950575491,50.9252912954078,89,82,NA,32,319,"TN"
"345","U of South, Sewanee ","South",-85.9311316,35.2039548,"2012",1486,23,2.71703114645461,14.0054127198917,51.9515477792732,88,81,NA,33,319,"TN"
"346","U of South, Sewanee ","South",-85.9311316,35.2039548,"2013",1602,18,3.0750307503075,14.1975308641975,50.6242197253433,88,86,NA,36,337,"TN"
"347","U of South, Sewanee ","South",-85.9311316,35.2039548,"2014",1620,11,2.71604938271605,11.4040465971796,51.5,88,78,NA,38,374,"TN"
"348","U of South, Sewanee ","South",-85.9311316,35.2039548,"2015",1685,25,2.7,14.6198830409357,52.1,88,78,NA,45,378,"TN"
"349","U of South, Sewanee ","South",-85.9311316,35.2039548,"2016",1718,13,2.88850375505488,14.9046793760832,52.6193247962747,89,79,NA,48,358,"TN"
"350","U of South, Sewanee ","South",-85.9311316,35.2039548,"2017",1687,15,3.11398354876616,14.8648648648649,52.6970954356846,89,78,NA,47,395,"TN"
"351","Union ","Northeast",-73.9317874,42.8177125,"2008",2212,28,3.79464285714286,13.9732142857143,48.8245931283906,NA,NA,48552,NA,391,"NY"
"352","Union ","Northeast",-73.9317874,42.8177125,"2009",2157,37,4.46672743846855,16.4995442114859,48.5396383866481,92,86,50439,NA,284,"NY"
"353","Union ","Northeast",-73.9317874,42.8177125,"2010",2170,27,4.87027765134274,17.4328629949932,48.5714285714286,92,85,52329,43,291,"NY"
"354","Union ","Northeast",-73.9317874,42.8177125,"2011",2194,26,5.58558558558559,18.0630630630631,46.9462169553327,92,86,54273,41,322,"NY"
"355","Union ","Northeast",-73.9317874,42.8177125,"2012",2209,32,6.33645693886658,18.8755020080321,46.2652784065188,92,83,56289,40,317,"NY"
"356","Union ","Northeast",-73.9317874,42.8177125,"2013",2225,21,6.07434270172257,19.9910952804987,46.1123595505618,93,86,58248,41,353,"NY"
"357","Union ","Northeast",-73.9317874,42.8177125,"2014",2228,14,6.6427289048474,18.4656556645852,45.9,93,83,60240,41,411,"NY"
"358","Union ","Northeast",-73.9317874,42.8177125,"2015",2226,43,7.3,19.0832966064346,46.2,93,88,62274,41,436,"NY"
"359","Union ","Northeast",-73.9317874,42.8177125,"2016",2132,71,7.30821606899682,19.4280526554698,46.0131332082552,93,86,64374,38,385,"NY"
"360","Union ","Northeast",-73.9317874,42.8177125,"2017",2176,91,7.14600794000882,19.2324658138509,46.6911764705882,92,88,66609,38,423,"NY"
"361","Vassar ","Northeast",-73.8978889,41.6867992,"2008",2337,52,6.44621180410214,21.8082879866053,58.3226358579375,NA,NA,49250,NA,849,"NY"
"362","Vassar ","Northeast",-73.8978889,41.6867992,"2009",2394,58,6.6068515497553,23.694942903752,58.9390142021721,96,93,51300,NA,658,"NY"
"363","Vassar ","Northeast",-73.8978889,41.6867992,"2010",2401,45,6.37775960752249,27.2690106295993,57.6426488962932,96,92,53270,11,699,"NY"
"364","Vassar ","Northeast",-73.8978889,41.6867992,"2011",2345,41,6.28667225481978,28.9606035205365,56.4605543710021,96,92,55135,12,814,"NY"
"365","Vassar ","Northeast",-73.8978889,41.6867992,"2012",2370,36,6.98254364089776,31.0058187863674,56.3713080168776,96,93,57070,14,805,"NY"
"366","Vassar ","Northeast",-73.8978889,41.6867992,"2013",2437,40,6.78239806217198,32.1356479612434,55.88838736151,97,91,59070,11,869,"NY"
"367","Vassar ","Northeast",-73.8978889,41.6867992,"2014",2394,24,7.14285714285714,33.4987593052109,56.1,97,91,61140,13,974,"NY"
"368","Vassar ","Northeast",-73.8978889,41.6867992,"2015",2421,14,7.1,33.2238193018481,56.2,96,94,63230,11,983,"NY"
"369","Vassar ","Northeast",-73.8978889,41.6867992,"2016",2405,19,7.71452145214522,33.9521452145215,57.2557172557173,96,92,65490,12,929,"NY"
"370","Vassar ","Northeast",-73.8978889,41.6867992,"2017",2334,19,8.15979600509987,35.2741181470463,59.0402742073693,95,91,68110,12,1003,"NY"
"371","Washington & Lee ","Northeast",-79.447145,37.7904861,"2008",1749,3,4.28082191780822,9.07534246575342,49.685534591195,NA,NA,45840,NA,NA,"VA"
"372","Washington & Lee ","Northeast",-79.447145,37.7904861,"2009",1758,1,4.66173962478681,8.58442296759523,50.1706484641638,95,89,47632,NA,NA,"VA"
"373","Washington & Lee ","Northeast",-79.447145,37.7904861,"2010",1758,1,4.26378624218306,9.60773166571916,50.1137656427759,95,89,49492,14,NA,"VA"
"374","Washington & Lee ","Northeast",-79.447145,37.7904861,"2011",1789,1,4.02234636871508,10.391061452514,49.2453884851873,94,91,51057,14,NA,"VA"
"375","Washington & Lee ","Northeast",-79.447145,37.7904861,"2012",1835,3,4.29815016322089,10.7725788900979,49.3732970027248,94,93,52812,12,NA,"VA"
"376","Washington & Lee ","Northeast",-79.447145,37.7904861,"2013",1851,4,3.28840970350404,11.5902964959569,49.5407887628309,94,91,55757,14,NA,"VA"
"377","Washington & Lee ","Northeast",-79.447145,37.7904861,"2014",1882,8,3.82571732199787,11.4814814814815,49.6,94,90,56262,14,NA,"VA"
"378","Washington & Lee ","Northeast",-79.447145,37.7904861,"2015",1851,3,4.3,11.7583603020496,49.2,95,90,57402,14,NA,"VA"
"379","Washington & Lee ","Northeast",-79.447145,37.7904861,"2016",1824,6,3.87978142076503,12.0218579234973,48.4100877192982,96,88,59647,14,NA,"VA"
"380","Washington & Lee ","Northeast",-79.447145,37.7904861,"2017",1823,4,3.50301039956212,13.1910235358511,48.2720789906747,96,91,62080,11,NA,"VA"
"381","Wellesley ","Northeast",-71.3134479,42.2995216,"2008",2344,154,7.40592473979183,37.4699759807846,99.957337883959,NA,NA,47976,NA,1611,"MA"
"382","Wellesley ","Northeast",-71.3134479,42.2995216,"2009",2186,138,9.33734939759036,38.8984509466437,99.9542543458371,95,92,49848,NA,1266,"MA"
"383","Wellesley ","Northeast",-71.3134479,42.2995216,"2010",2429,117,10.5655930871956,40.6127258444619,99.9176615891313,95,91,51950,4,1307,"MA"
"384","Wellesley ","Northeast",-71.3134479,42.2995216,"2011",2371,131,11.0711430855316,41.5667466027178,100,95,90,53250,4,1500,"MA"
"385","Wellesley ","Northeast",-71.3134479,42.2995216,"2012",2368,116,12.2481869460113,39.9435711406691,100,95,90,55114,6,1445,"MA"
"386","Wellesley ","Northeast",-71.3134479,42.2995216,"2013",2344,130,11.2368633791431,39.1673403395311,100,95,92,57042,7,1550,"MA"
"387","Wellesley ","Northeast",-71.3134479,42.2995216,"2014",2177,146,11.3918236104731,43.3060697374085,100,96,92,59038,7,1808,"MA"
"388","Wellesley ","Northeast",-71.3134479,42.2995216,"2015",2188,168,11.9,42.1477079796265,100,96,91,61340,4,1854,"MA"
"389","Wellesley ","Northeast",-71.3134479,42.2995216,"2016",2212,135,12.4840221559438,45.5048998721772,100,96,91,63916,4,1762,"MA"
"390","Wellesley ","Northeast",-71.3134479,42.2995216,"2017",2374,134,13.0382775119617,45.414673046252,100,96,93,66984,3,1931,"MA"
"391","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2008",2755,17,7.10678210678211,25.7215007215007,49.038112522686,NA,NA,49270,NA,652,"CT"
"392","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2009",2774,13,6.92500897021887,26.0495156081808,50.3965392934391,95,93,51132,NA,476,"CT"
"393","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2010",2845,9,6.79747722494744,28.2060266292922,51.5641476274165,95,93,53976,13,504,"CT"
"394","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2011",2879,3,7.66828591256072,29.4240111034004,51.2330670371657,95,93,56006,12,590,"CT"
"395","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2012",2932,8,7.55102040816327,31.4285714285714,51.7394270122783,96,94,58502,12,601,"CT"
"396","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2013",2899,7,8.53406744666208,30.6607019958706,51.6729906864436,96,92,60184,17,670,"CT"
"397","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2014",2914,14,8.51063829787234,31.3866120218579,51.9,96,91,61498,17,768,"CT"
"398","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2015",2820,77,9.2,32.4128408698654,53.9,96,92,62778,15,810,"CT"
"399","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2016",2918,53,10.2659037361158,30.1245371928644,54.0095956134339,95,93,64862,14,770,"CT"
"400","Wesleyan U ","Northeast",-72.6590928,41.5566104,"2017",2896,80,12.0631720430108,31.6532258064516,54.0400552486188,95,94,67270,21,898,"CT"
"401","Williams ","Northeast",-73.2058283,42.7129581,"2008",1998,26,7.60869565217391,30.2865612648221,50.0500500500501,NA,NA,47530,NA,1808,"MA"
"402","Williams ","Northeast",-73.2058283,42.7129581,"2009",2052,33,7.24220623501199,31.031175059952,50.9746588693957,97,95,49880,NA,1409,"MA"
"403","Williams ","Northeast",-73.2058283,42.7129581,"2010",2016,32,7.51953125,32.12890625,51.4880952380952,97,96,52340,1,1527,"MA"
"404","Williams ","Northeast",-73.2058283,42.7129581,"2011",2029,41,7.43961352657005,33.768115942029,51.4539181862987,97,96,54560,1,1784,"MA"
"405","Williams ","Northeast",-73.2058283,42.7129581,"2012",2031,39,6.95652173913043,35.7212475633528,52.191038897095,97,95,56770,1,1799,"MA"
"406","Williams ","Northeast",-73.2058283,42.7129581,"2013",1995,32,7.07751564756861,37.2471632955106,52.6817042606516,97,95,58900,1,1997,"MA"
"407","Williams ","Northeast",-73.2058283,42.7129581,"2014",2015,30,7.14640198511166,36.8215158924205,50.8,97,96,61070,1,2253,"MA"
"408","Williams ","Northeast",-73.2058283,42.7129581,"2015",2065,34,7.8,38.1133873272987,50.9,97,95,63290,1,2395,"MA"
"409","Williams ","Northeast",-73.2058283,42.7129581,"2016",2043,33,8.52601156069364,38.2947976878613,49.2796820665673,97,95,65480,1,2256,"MA"
"410","Williams ","Northeast",-73.2058283,42.7129581,"2017",2018,43,8.24842309558467,39.155749636099,46.9772051536174,97,96,67700,1,2509,"MA"
"411","Amherst ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,98,93,NA,2,NA,"MA"
"412","Barnard ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,91,NA,26,NA,"NY"
"413","Bates ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,88,NA,23,NA,"ME"
"414","Beloit ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,88,73,NA,76,NA,"WI"
"415","Bowdoin ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,94,NA,3,NA,"ME"
"416","Bryn Mawr ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,83,NA,32,NA,"PA"
"417","Bucknell ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,88,NA,33,NA,"PA"
"418","Carleton ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,92,NA,8,NA,"MN"
"419","Claremont/Mc ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,93,NA,8,NA,"CA"
"420","Colby ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,12,NA,"ME"
"421","Colgate ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,90,NA,12,NA,"NY"
"422","Coll Holy Cross ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,92,NA,33,NA,"MA"
"423","Colorado ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,87,NA,23,NA,"CO"
"424","Connecticut ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,84,NA,46,NA,"CT"
"425","Davidson ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,93,NA,10,NA,"NC"
"426","Franklin & Marshall ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,92,87,NA,39,NA,"PA"
"427","Grinnell ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,86,NA,18,NA,"IA"
"428","Hamilton ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,92,NA,18,NA,"NY"
"429","Haverford ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,91,NA,18,NA,"PA"
"430","Kenyon ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,95,90,NA,26,NA,"OH"
"431","Lafayette ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,36,NA,"PA"
"432","Lawrence ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,79,NA,58,NA,"WI"
"433","Macalester ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,94,88,NA,26,NA,"MN"
"434","Middlebury ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,96,93,NA,6,NA,"VT"
"435","Mt Holyoke ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,84,NA,36,NA,"MA"
"436","Oberlin ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,92,85,NA,26,NA,"OH"
"437","Occidental ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,81,NA,44,NA,"CA"
"438","Pomona ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,98,97,NA,6,NA,"CA"
"439","Reed ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,91,81,NA,82,NA,"OR"
"440","Sarah Lawrence ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,85,82,NA,53,NA,"NY"
"441","Scripps ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,84,NA,26,NA,"CA"
"442","Smith ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,93,89,NA,12,NA,"MA"
"443","Swarthmore ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,97,94,NA,3,NA,"PA"
"444","Trinity ",NA,NA,NA,"2018",NA,NA,NA,NA,NA,90,85,NA,44,NA,"CT"
